Compound,Space_Group,Crystal_System,cluster_id,Representative_Compound
Rb2HgSbI6_225,225,cubic,152,RbTlI3_225
Rb2InAgBr6_225,225,cubic,27,Cs2GaHgBr6_225
Rb2InAgCl6_225,225,cubic,26,Cs2DyCuCl6_225
Rb2InAgI6_225,225,cubic,143,Rb2InGaI6_225
Rb2InAsBr6_225,225,cubic,27,Cs2GaHgBr6_225
Rb2InAsCl6_225,225,cubic,29,Cs2InHgCl6_225
Rb2InAuCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2InAuF6_225,225,cubic,36,Cs2NaNdF6_225
Rb2InBiCl6_225,225,cubic,30,Cs2KSmCl6_225
Rb2InGaCl6_225,225,cubic,29,Cs2InHgCl6_225
Rb2InGaI6_225,225,cubic,143,Rb2InGaI6_225
Rb2InHgCl6_225,225,cubic,34,Cs2NaHoCl6_225
Rb2InHgF6_225,225,cubic,148,Rb3MoF6_225
Rb2InHgI6_225,225,cubic,143,Rb2InGaI6_225
Rb2InSbI6_225,225,cubic,145,Rb2NaCeI6_225
Rb2IrAuF6_225,225,cubic,5,Ba2CePaO6_225
Rb2LaAgCl6_225,225,cubic,29,Cs2InHgCl6_225
Rb2LiAlF6_225,225,cubic,137,Nb5PbSe8_12
Rb2LiAuF6_225,225,cubic,63,K2AgAuF6_225
Rb2LiBiBr6_225,225,cubic,27,Cs2GaHgBr6_225
Rb2LiBiCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2LiBiF6_225,225,cubic,63,K2AgAuF6_225
Rb2LiDyBr6_225,225,cubic,65,K2CeCuBr6_225
Rb2LiDyCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2LiErCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2LiGaF6_225,225,cubic,144,Rb2LiRhF6_225
Rb2LiGdCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2LiHoCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2LiIrF6_225,225,cubic,134,NaSrNdWO6_216
Rb2LiLuCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2LiMoBr6_225,225,cubic,39,CsAgBr3_6
Rb2LiMoF6_225,225,cubic,144,Rb2LiRhF6_225
Rb2LiMoI6_225,225,cubic,35,Cs2NaNdBr6_225
Rb2LiNbF6_225,225,cubic,144,Rb2LiRhF6_225
Rb2LiNdCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2LiPrBr6_225,225,cubic,31,Cs2LiCeBr6_225
Rb2LiPrF6_225,225,cubic,63,K2AgAuF6_225
Rb2LiPrI6_225,225,cubic,143,Rb2InGaI6_225
Rb2LiRhF6_225,225,cubic,144,Rb2LiRhF6_225
Rb2LiRuF6_225,225,cubic,144,Rb2LiRhF6_225
Rb2LiSbCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2LiSbI6_225,225,cubic,33,Cs2LiMoI6_225
Rb2LiScCl6_225,225,cubic,25,Cs2BrCl6F_225
Rb2LiScF6_225,225,cubic,86,KCrF3_140
Rb2LiTaBr6_225,225,cubic,65,K2CeCuBr6_225
Rb2LiTaCl6_225,225,cubic,67,K2ErCuCl6_225
Rb2LiTaF6_225,225,cubic,134,NaSrNdWO6_216
Rb2LiTbCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2LiTlF6_225,225,cubic,63,K2AgAuF6_225
Rb2LiTmCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2LiVCl6_225,225,cubic,167,Tb3AlC_221
Rb2LiYbCl6_225,225,cubic,67,K2ErCuCl6_225
Rb2LiYCl6_225,225,cubic,25,Cs2BrCl6F_225
Rb2LuCuCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2MnAgF6_225,225,cubic,93,KRb2AlF6_225
Rb2NaAlCl6_225,225,cubic,25,Cs2BrCl6F_225
Rb2NaAsF6_225,225,cubic,7,Ba2TmMgNbO6_71
Rb2NaAuBr6_225,225,cubic,65,K2CeCuBr6_225
Rb2NaAuCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2NaBiBr6_225,225,cubic,43,CsTlBr3_8
Rb2NaBiCl6_225,225,cubic,75,K2NaCeCl6_225
Rb2NaCeBr6_225,225,cubic,35,Cs2NaNdBr6_225
Rb2NaCeCl6_225,225,cubic,34,Cs2NaHoCl6_225
Rb2NaCeF6_225,225,cubic,36,Cs2NaNdF6_225
Rb2NaCeI6_225,225,cubic,145,Rb2NaCeI6_225
Rb2NaCrCl6_225,225,cubic,25,Cs2BrCl6F_225
Rb2NaCuF6_225,225,cubic,7,Ba2TmMgNbO6_71
Rb2NaErCl6_225,225,cubic,34,Cs2NaHoCl6_225
Rb2NaEuCl6_225,225,cubic,34,Cs2NaHoCl6_225
Rb2NaGaCl6_225,225,cubic,25,Cs2BrCl6F_225
Rb2NaGaF6_225,225,cubic,7,Ba2TmMgNbO6_71
Rb2NaHoF6_225,225,cubic,77,K2RbTiF6_139
Rb2NaInCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2NaInF6_225,225,cubic,12,BaCaLaSbO6_216
Rb2NaLaCl6_225,225,cubic,34,Cs2NaHoCl6_225
Rb2NaLuCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2NaMnF6_139,139,tetragonal,7,Ba2TmMgNbO6_71
Rb2NaMnF6_225,225,cubic,7,Ba2TmMgNbO6_71
Rb2NaMoCl6_225,225,cubic,25,Cs2BrCl6F_225
Rb2NaNbF6_225,225,cubic,12,BaCaLaSbO6_216
Rb2NaNdCl6_225,225,cubic,34,Cs2NaHoCl6_225
Rb2NaNdF6_225,225,cubic,36,Cs2NaNdF6_225
Rb2NaPdF6_139,139,tetragonal,7,Ba2TmMgNbO6_71
Rb2NaPdF6_225,225,cubic,7,Ba2TmMgNbO6_71
Rb2NaPrBr6_225,225,cubic,35,Cs2NaNdBr6_225
Rb2NaPrI6_225,225,cubic,145,Rb2NaCeI6_225
Rb2NaRuF6_225,225,cubic,7,Ba2TmMgNbO6_71
Rb2NaSbBr6_225,225,cubic,31,Cs2LiCeBr6_225
Rb2NaScCl6_225,225,cubic,25,Cs2BrCl6F_225
Rb2NaScF6_225,225,cubic,93,KRb2AlF6_225
Rb2NaScI6_225,225,cubic,33,Cs2LiMoI6_225
Rb2NaSmF6_225,225,cubic,36,Cs2NaNdF6_225
Rb2NaTaI6_225,225,cubic,143,Rb2InGaI6_225
Rb2NaTbF6_225,225,cubic,77,K2RbTiF6_139
Rb2NaVCl6_225,225,cubic,25,Cs2BrCl6F_225
Rb2NaYbF6_225,225,cubic,66,K2CrAgF6_225
Rb2NaYBr6_225,225,cubic,31,Cs2LiCeBr6_225
Rb2NaYI6_225,225,cubic,146,Rb2NaYI6_225
Rb2NbTlF6_225,225,cubic,147,Rb2YHgF6_225
Rb2NdAgCl6_225,225,cubic,29,Cs2InHgCl6_225
Rb2NdAgF6_225,225,cubic,41,CsEuF3_221
Rb2NdCuBr6_225,225,cubic,27,Cs2GaHgBr6_225
Rb2NdCuCl6_225,225,cubic,26,Cs2DyCuCl6_225
Rb2NdCuF6_225,225,cubic,36,Cs2NaNdF6_225
Rb2NiAgF6_225,225,cubic,14,BaSrNdSbO6_216
Rb2PrAgBr6_225,225,cubic,43,CsTlBr3_8
Rb2PrAgI6_225,225,cubic,143,Rb2InGaI6_225
Rb2PrCuBr6_225,225,cubic,27,Cs2GaHgBr6_225
Rb2PrCuF6_225,225,cubic,36,Cs2NaNdF6_225
Rb2RhAuF6_225,225,cubic,12,BaCaLaSbO6_216
Rb2SbAuBr6_225,225,cubic,43,CsTlBr3_8
Rb2SbAuI6_225,225,cubic,143,Rb2InGaI6_225
Rb2ScAgCl6_225,225,cubic,26,Cs2DyCuCl6_225
Rb2ScAgF6_225,225,cubic,94,KRb2TiF6_225
Rb2ScHgBr6_225,225,cubic,43,CsTlBr3_8
Rb2ScInBr6_225,225,cubic,35,Cs2NaNdBr6_225
Rb2ScTlBr6_225,225,cubic,43,CsTlBr3_8
Rb2ScTlCl6_225,225,cubic,30,Cs2KSmCl6_225
Rb2SmAgCl6_225,225,cubic,29,Cs2InHgCl6_225
Rb2SmCuCl6_225,225,cubic,26,Cs2DyCuCl6_225
Rb2TaAgBr6_225,225,cubic,65,K2CeCuBr6_225
Rb2TaAgI6_225,225,cubic,143,Rb2InGaI6_225
Rb2TaCuBr6_225,225,cubic,88,KGeCl3_8
Rb2TaCuCl6_225,225,cubic,67,K2ErCuCl6_225
Rb2TaCuF6_225,225,cubic,12,BaCaLaSbO6_216
Rb2TbAuCl6_225,225,cubic,34,Cs2NaHoCl6_225
Rb2TlAgBr6_225,225,cubic,43,CsTlBr3_8
Rb2TlAgCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2TlAgI6_225,225,cubic,143,Rb2InGaI6_225
Rb2TlAsF6_225,225,cubic,147,Rb2YHgF6_225
Rb2TlAuBr6_225,225,cubic,43,CsTlBr3_8
Rb2TlAuF6_225,225,cubic,148,Rb3MoF6_225
Rb2TlBiF6_225,225,cubic,28,Cs2InBiF6_225
Rb2TlGaBr6_225,225,cubic,43,CsTlBr3_8
Rb2TlGaI6_225,225,cubic,143,Rb2InGaI6_225
Rb2TlHgBr6_225,225,cubic,43,CsTlBr3_8
Rb2TlHgCl6_225,225,cubic,34,Cs2NaHoCl6_225
Rb2TlHgI6_225,225,cubic,152,RbTlI3_225
Rb2TlInBr6_225,225,cubic,43,CsTlBr3_8
Rb2TlInCl6_225,225,cubic,30,Cs2KSmCl6_225
Rb2TlInI6_225,225,cubic,152,RbTlI3_225
Rb2TlPdF6_225,225,cubic,36,Cs2NaNdF6_225
Rb2TlRhF6_225,225,cubic,148,Rb3MoF6_225
Rb2TlSbF6_225,225,cubic,147,Rb2YHgF6_225
Rb2TmAuCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2TmCuCl6_225,225,cubic,32,Cs2LiLuCl6_225
Rb2YAgCl6_225,225,cubic,29,Cs2InHgCl6_225
Rb2YAgI6_225,225,cubic,143,Rb2InGaI6_225
Rb2YAuCl6_225,225,cubic,34,Cs2NaHoCl6_225
Rb2YCuF6_225,225,cubic,13,BaCaO3_221
Rb2YCuI6_225,225,cubic,33,Cs2LiMoI6_225
Rb2YHgF6_225,225,cubic,147,Rb2YHgF6_225
Rb2YInF6_225,225,cubic,41,CsEuF3_221
Rb3AlBr6_225,225,cubic,35,Cs2NaNdBr6_225
Rb3AlCl6_225,225,cubic,29,Cs2InHgCl6_225
Rb3AsF6_225,225,cubic,148,Rb3MoF6_225
Rb3AuCl6_225,225,cubic,75,K2NaCeCl6_225
Rb3AuO_221,221,cubic,38,Cs3Sc2Br9_194
Rb3BiF6_225,225,cubic,147,Rb2YHgF6_225
Rb3BrO_221,221,cubic,10,Ba3SnO_221
Rb3ClO_62,62,orthorhombic,60,In9Pb4S17_55
Rb3DyF6_225,225,cubic,147,Rb2YHgF6_225
Rb3ErF6_225,225,cubic,147,Rb2YHgF6_225
Rb3InCl6_225,225,cubic,30,Cs2KSmCl6_225
Rb3IO_194,194,hexagonal,38,Cs3Sc2Br9_194
Rb3IrF6_225,225,cubic,68,K2InHgF6_225
Rb3LuF6_225,225,cubic,147,Rb2YHgF6_225
Rb3MoF6_225,225,cubic,148,Rb3MoF6_225
Rb3NaRe2O9_194,194,hexagonal,152,RbTlI3_225
Rb3PdF6_225,225,cubic,41,CsEuF3_221
Rb3RuF6_139,139,tetragonal,148,Rb3MoF6_225
Rb3SbCl6_225,225,cubic,30,Cs2KSmCl6_225
Rb3Sc2Br9_194,194,hexagonal,38,Cs3Sc2Br9_194
Rb3TaF6_225,225,cubic,147,Rb2YHgF6_225
Rb3TlF6_225,225,cubic,147,Rb2YHgF6_225
RbAcO3_221,221,cubic,148,Rb3MoF6_225
RbAgBr3_8,8,monoclinic,39,CsAgBr3_6
RbAgF3_123,123,tetragonal,14,BaSrNdSbO6_216
RbAgF3_38,38,orthorhombic,14,BaSrNdSbO6_216
RbAgO3_221,221,cubic,14,BaSrNdSbO6_216
RbAlO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
RbAuBr3_221,221,cubic,65,K2CeCuBr6_225
RbAuCl3_221,221,cubic,34,Cs2NaHoCl6_225
RbBaO3_221,221,cubic,28,Cs2InBiF6_225
RbBO3_221,221,cubic,108,LuAlO3_221
RbCaBr3_221,221,cubic,31,Cs2LiCeBr6_225
RbCaBr3_62,62,orthorhombic,60,In9Pb4S17_55
RbCaCl3_1,1,triclinic,39,CsAgBr3_6
RbCaCl3_8,8,monoclinic,39,CsAgBr3_6
RbCaH3_221,221,cubic,5,Ba2CePaO6_225
RbCaI3_8,8,monoclinic,146,Rb2NaYI6_225
RbCaO3_221,221,cubic,94,KRb2TiF6_225
RbCdN3_221,221,cubic,148,Rb3MoF6_225
RbCoBr3_158,158,trigonal,149,RbCoBr3_158
RbCoBr3_165,165,trigonal,150,RbCoBr3_185
RbCoBr3_185,185,hexagonal,150,RbCoBr3_185
RbCoBr3_194,194,hexagonal,149,RbCoBr3_158
RbCr3S5_12,12,monoclinic,45,CsV5S8_12
RbCr5Te8_12,12,monoclinic,38,Cs3Sc2Br9_194
RbCrF3_123,123,tetragonal,86,KCrF3_140
RbDyBr3_62,62,orthorhombic,27,Cs2GaHgBr6_225
RbDyI3_62,62,orthorhombic,151,RbPbBr3_8
RbErO3_221,221,cubic,5,Ba2CePaO6_225
RbEuCl3_221,221,cubic,40,CsEuCl3_221
RbFe3O5_31,31,orthorhombic,164,Sr8MgMn6O20_1
RbFe3O5_6,6,monoclinic,164,Sr8MgMn6O20_1
RbFeCl3_194,194,hexagonal,95,KTiCl3_1
RbFeCl3_221,221,cubic,85,KCrCl3_161
RbFeF3_221,221,cubic,86,KCrF3_140
RbFeO3_221,221,cubic,96,La2NiMoO6_225
RbGeCl3_33,33,orthorhombic,25,Cs2BrCl6F_225
RbGeO3_221,221,cubic,96,La2NiMoO6_225
RbHgF3_221,221,cubic,36,Cs2NaNdF6_225
RbInCl3_225,225,cubic,29,Cs2InHgCl6_225
RbInO3_221,221,cubic,14,BaSrNdSbO6_216
RbLa2Ti3O9_164,164,trigonal,161,Sr3La7Mn7(FeO10)3_1
RbMgCl3_194,194,hexagonal,167,Tb3AlC_221
RbMgF3_194,194,hexagonal,137,Nb5PbSe8_12
RbMgH3_194,194,hexagonal,134,NaSrNdWO6_216
RbMnO3_221,221,cubic,96,La2NiMoO6_225
RbMoO3_221,221,cubic,53,EuMoO3_221
RbNaO3_221,221,cubic,94,KRb2TiF6_225
RbNiF3_194,194,hexagonal,9,Ba3FeRu2O9_194
RbNiO3_221,221,cubic,96,La2NiMoO6_225
RbNpO3_221,221,cubic,11,BaCaDyNbO6_216
RbPaO3_221,221,cubic,12,BaCaLaSbO6_216
RbPbBr3_8,8,monoclinic,151,RbPbBr3_8
RbPbCl3_221,221,cubic,30,Cs2KSmCl6_225
RbPbF3_221,221,cubic,147,Rb2YHgF6_225
RbPdBr3_1,1,triclinic,46,Dy3GaC_221
RbPdBr3_6,6,monoclinic,46,Dy3GaC_221
RbPdCl3_221,221,cubic,85,KCrCl3_161
RbPdF3_221,221,cubic,14,BaSrNdSbO6_216
RbPtO3_221,221,cubic,166,SrPrZnBiO6_216
RbPuO3_221,221,cubic,11,BaCaDyNbO6_216
RbRhO3_221,221,cubic,53,EuMoO3_221
RbRuO3_221,221,cubic,96,La2NiMoO6_225
RbSbO3_221,221,cubic,53,EuMoO3_221
RbScBr3_194,194,hexagonal,38,Cs3Sc2Br9_194
RbScCl3_194,194,hexagonal,42,CsPdBr3_1
RbSeBr3_99,99,tetragonal,39,CsAgBr3_6
RbSrCl3_11,11,monoclinic,40,CsEuCl3_221
RbSrCl3_127,127,tetragonal,40,CsEuCl3_221
RbSrCl3_221,221,cubic,40,CsEuCl3_221
RbSrCl3_8,8,monoclinic,40,CsEuCl3_221
RbTaO3_160,160,trigonal,166,SrPrZnBiO6_216
RbTbO3_221,221,cubic,5,Ba2CePaO6_225
RbTeO3_221,221,cubic,8,Ba2TmMoO6_225
RbTlBr3_8,8,monoclinic,43,CsTlBr3_8
RbTlI3_225,225,cubic,152,RbTlI3_225
RbTmBr3_62,62,orthorhombic,27,Cs2GaHgBr6_225
RbTmI3_62,62,orthorhombic,151,RbPbBr3_8
RbV5Se8_1,1,triclinic,169,TlCr5Se8_12
RbWO3_221,221,cubic,166,SrPrZnBiO6_216
RbYbF3_221,221,cubic,12,BaCaLaSbO6_216
RbYO3_221,221,cubic,5,Ba2CePaO6_225
RbZnF3_194,194,hexagonal,9,Ba3FeRu2O9_194
ReNi(PbO3)2_225,225,cubic,158,Sr2CrSbO6_12
ReSbO3_221,221,cubic,96,La2NiMoO6_225
RuPbO3_221,221,cubic,96,La2NiMoO6_225
SbPdO3_221,221,cubic,96,La2NiMoO6_225
Sc2CrReO6_225,225,cubic,123,Na3SrTa4O12_6
Sc3GaC_221,221,cubic,22,Ce3Co4Sn13_223
Sc3InN_221,221,cubic,153,Sc3InN_221
Sc3SnB_221,221,cubic,47,Er3AlN_221
Sc3SnC_221,221,cubic,153,Sc3InN_221
Sc3TlC_221,221,cubic,19,CaHo(FeO3)2_31
ScAlO3_62,62,orthorhombic,2,AlVO3_62
ScBiO3_221,221,cubic,170,TlCuF3_123
ScBPd3_221,221,cubic,172,UBRh3_221
ScBRh3_221,221,cubic,154,ScBRh3_221
ScCoO3_14,14,monoclinic,155,ScCoO3_14
ScCoO3_221,221,cubic,155,ScCoO3_14
ScCuO3_221,221,cubic,171,TmRhO3_62
ScFeO3_2,2,triclinic,155,ScCoO3_14
ScGaO3_62,62,orthorhombic,155,ScCoO3_14
ScMnO3_14,14,monoclinic,155,ScCoO3_14
ScPt3C_221,221,cubic,172,UBRh3_221
ScRh3C_221,221,cubic,154,ScBRh3_221
ScRhO3_62,62,orthorhombic,50,ErVO3_62
ScSb(PbO3)2_44,44,orthorhombic,170,TlCuF3_123
ScSnO3_221,221,cubic,9,Ba3FeRu2O9_194
ScTa(PbO3)2_225,225,cubic,166,SrPrZnBiO6_216
ScVO3_221,221,cubic,174,ZnCuO3_221
SiBO3_221,221,cubic,110,MgBO3_221
SiHgO3_221,221,cubic,108,LuAlO3_221
SiMoO3_221,221,cubic,155,ScCoO3_14
SiPbO3_221,221,cubic,50,ErVO3_62
SiSnO3_221,221,cubic,155,ScCoO3_14
Sm2CoPtO6_14,14,monoclinic,97,La3Mn3O10_1
Sm2CoRuO6_14,14,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Sm2Mg(BiO4)2_1,1,triclinic,60,In9Pb4S17_55
Sm2MgPtO6_14,14,monoclinic,97,La3Mn3O10_1
Sm2NiPtO6_14,14,monoclinic,97,La3Mn3O10_1
Sm2NiRuO6_14,14,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Sm2ZnPtO6_14,14,monoclinic,97,La3Mn3O10_1
Sm3AlN_221,221,cubic,167,Tb3AlC_221
Sm3InN_221,221,cubic,58,Gd3SnC_221
Sm3PbC_221,221,cubic,57,Gd3PbC_221
Sm3SnN_221,221,cubic,58,Gd3SnC_221
Sm3TlC_221,221,cubic,58,Gd3SnC_221
SmAgS2_4,4,monoclinic,60,In9Pb4S17_55
SmAlO3_62,62,orthorhombic,50,ErVO3_62
SmCoO3_221,221,cubic,54,EuNiO3_62
SmCuO3_221,221,cubic,165,SrCa7Mn7CrO23_1
SmEu2NbO6_201,201,cubic,53,EuMoO3_221
SmEu2SbO6_201,201,cubic,8,Ba2TmMoO6_225
SmEu2TaO6_225,225,cubic,14,BaSrNdSbO6_216
SmEu2VO6_225,225,cubic,53,EuMoO3_221
SmEuHfFeO6_216,216,cubic,158,Sr2CrSbO6_12
SmFeO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
SmFeO3_62,62,orthorhombic,59,GdMnO3_62
SmGaO3_221,221,cubic,99,LaFeO3_2
SmGePd3_221,221,cubic,107,Lu3InC_221
SmHoO3_62,62,orthorhombic,8,Ba2TmMoO6_225
SmLuO3_62,62,orthorhombic,53,EuMoO3_221
SmMnO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
SmMnO3_62,62,orthorhombic,59,GdMnO3_62
SmNiO3_62,62,orthorhombic,54,EuNiO3_62
SmRh3C_221,221,cubic,156,SmRh3C_221
SmSbO3_221,221,cubic,14,BaSrNdSbO6_216
SmScO3_62,62,orthorhombic,173,VBiO3_14
SmScS3_62,62,orthorhombic,157,SmScS3_62
SmTiO3_62,62,orthorhombic,97,La3Mn3O10_1
SmTlO3_62,62,orthorhombic,8,Ba2TmMoO6_225
SmVO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
SnCCl3_221,221,cubic,71,K2LiNdCl6_225
SnGeO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
SnH6CI3N_62,62,orthorhombic,152,RbTlI3_225
SnHgO3_221,221,cubic,53,EuMoO3_221
SnPbO3_221,221,cubic,53,EuMoO3_221
SnPbS3_62,62,orthorhombic,27,Cs2GaHgBr6_225
SnPd3C_221,221,cubic,156,SmRh3C_221
Sr12Ru11O36_14,14,monoclinic,158,Sr2CrSbO6_12
Sr16(Ru5O16)3_2,2,triclinic,158,Sr2CrSbO6_12
Sr16Fe16O47_139,139,tetragonal,163,Sr6Ca2Fe5(CoO8)3_3
Sr18Co14O45_5,5,monoclinic,164,Sr8MgMn6O20_1
Sr2AlBiO6_225,225,cubic,89,KLaHfFeO6_216
Sr2AlSbO6_225,225,cubic,161,Sr3La7Mn7(FeO10)3_1
Sr2Ca14Mn14Al2O45_1,1,triclinic,165,SrCa7Mn7CrO23_1
Sr2Ca2Fe(CoO4)3_6,6,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr2Ca2Mn(FeO4)3_6,6,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr2Ca2TiMn3O12_6,6,monoclinic,163,Sr6Ca2Fe5(CoO8)3_3
Sr2Ca6Co7CuO24_38,38,orthorhombic,165,SrCa7Mn7CrO23_1
Sr2Ca6FeCo7O24_38,38,orthorhombic,165,SrCa7Mn7CrO23_1
Sr2Ca6TiMn7O24_38,38,orthorhombic,163,Sr6Ca2Fe5(CoO8)3_3
Sr2CaCrO6_225,225,cubic,96,La2NiMoO6_225
Sr2CaMnO6_225,225,cubic,96,La2NiMoO6_225
Sr2CaOsO6_225,225,cubic,130,NaPrYSbO6_216
Sr2CaReO6_14,14,monoclinic,130,NaPrYSbO6_216
Sr2CaSbO6_14,14,monoclinic,160,Sr2NdMnO6_225
Sr2CaTi3O9_6,6,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Sr2CaUO6_14,14,monoclinic,134,NaSrNdWO6_216
Sr2CaWO6_14,14,monoclinic,130,NaPrYSbO6_216
Sr2CaWO6_225,225,cubic,130,NaPrYSbO6_216
Sr2CdWO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2CeBiO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2CeCrO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2CeMn3O9_12,12,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Sr2CeNbO6_201,201,cubic,14,BaSrNdSbO6_216
Sr2CeSbO6_201,201,cubic,14,BaSrNdSbO6_216
Sr2CeSbO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2CeSiO6_225,225,cubic,159,Sr2HfCrO6_12
Sr2CeZrO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2CoBiO6_225,225,cubic,89,KLaHfFeO6_216
Sr2CoReO6_1,1,triclinic,159,Sr2HfCrO6_12
Sr2CoReO6_87,87,tetragonal,159,Sr2HfCrO6_12
Sr2CoSbO6_12,12,monoclinic,96,La2NiMoO6_225
Sr2CoSbO6_139,139,tetragonal,96,La2NiMoO6_225
Sr2CoSbO6_71,71,orthorhombic,158,Sr2CrSbO6_12
Sr2CoWO6_12,12,monoclinic,159,Sr2HfCrO6_12
Sr2CrBiO6_225,225,cubic,130,NaPrYSbO6_216
Sr2CrMoO6_225,225,cubic,96,La2NiMoO6_225
Sr2CrOsO6_148,148,trigonal,159,Sr2HfCrO6_12
Sr2CrOsO6_225,225,cubic,159,Sr2HfCrO6_12
Sr2CrReO6_225,225,cubic,159,Sr2HfCrO6_12
Sr2CrSbO6_12,12,monoclinic,158,Sr2CrSbO6_12
Sr2CrSbO6_225,225,cubic,158,Sr2CrSbO6_12
Sr2CrSbO6_87,87,tetragonal,158,Sr2CrSbO6_12
Sr2CrWO6_139,139,tetragonal,159,Sr2HfCrO6_12
Sr2CuWO6_225,225,cubic,159,Sr2HfCrO6_12
Sr2CuWO6_87,87,tetragonal,89,KLaHfFeO6_216
Sr2DyBiO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2DyMoO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2DyRuO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2DySbO6_225,225,cubic,160,Sr2NdMnO6_225
Sr2DyTaO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2DyUO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2ErBiO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2ErMoO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2ErReO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2ErRuO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2ErTaO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2ErUO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2EuBiO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2EuCrO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2EuNbO6_225,225,cubic,14,BaSrNdSbO6_216
Sr2EuTaO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2EuWO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2EuWO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2FeBiO6_225,225,cubic,130,NaPrYSbO6_216
Sr2FeCoO6_123,123,tetragonal,163,Sr6Ca2Fe5(CoO8)3_3
Sr2FeMoO6_87,87,tetragonal,96,La2NiMoO6_225
Sr2FeOsO6_139,139,tetragonal,159,Sr2HfCrO6_12
Sr2FeOsO6_166,166,trigonal,159,Sr2HfCrO6_12
Sr2FeRuO6_225,225,cubic,158,Sr2CrSbO6_12
Sr2FeSbO6_225,225,cubic,158,Sr2CrSbO6_12
Sr2FeSnO6_123,123,tetragonal,96,La2NiMoO6_225
Sr2FeSnO6_47,47,orthorhombic,96,La2NiMoO6_225
Sr2FeSnO6_69,69,orthorhombic,158,Sr2CrSbO6_12
Sr2GaBiO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2GaOsO6_225,225,cubic,159,Sr2HfCrO6_12
Sr2GaReO6_225,225,cubic,159,Sr2HfCrO6_12
Sr2GdBiO6_14,14,monoclinic,11,BaCaDyNbO6_216
Sr2GdBiO6_225,225,cubic,12,BaCaLaSbO6_216
Sr2GdCrO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2GdMoO6_14,14,monoclinic,160,Sr2NdMnO6_225
Sr2GdReO6_225,225,cubic,160,Sr2NdMnO6_225
Sr2GdRuO6_12,12,monoclinic,166,SrPrZnBiO6_216
Sr2GdSbO6_201,201,cubic,160,Sr2NdMnO6_225
Sr2GdSbO6_225,225,cubic,8,Ba2TmMoO6_225
Sr2GdTaO6_14,14,monoclinic,166,SrPrZnBiO6_216
Sr2GdVO6_225,225,cubic,166,SrPrZnBiO6_216
Sr2GdWO6_201,201,cubic,160,Sr2NdMnO6_225
Sr2GdWO6_225,225,cubic,11,BaCaDyNbO6_216
Sr2HfCoO6_225,225,cubic,159,Sr2HfCrO6_12
